Functional Description,Method Name
获取与特定键事件一起使用的特定元键的状态,get meta state
获取正确存在图标的资源 ID,get presence icon resource id
设置渲染此组件的外观和感觉对象,setUi
如果此布局管理器绑定的回收器视图具有焦点，则返回 true,is focused
返回此视图是否占据所有可用跨度或仅一个,is full span
放弃持久化 uri 权限授予,release persistable uri permission
由设备或配置文件所有者或委托的证书安装程序调用，以删除在给定别名下安装的证书和私钥对。,remove key pair
将指定的字符串解析为大小值,parse size
返回一个普通的大十进制，其值是 this / rhs 的整数部分,divide integer
返回包含片段行的适配器,get adapter
如果表列中未设置渲染器，则设置要使用的默认单元格渲染器,setDefaultRenderer
返回给定语言环境的给定骨架的最佳可能本地化形式,get best date time pattern
获取此实例的区域设置,get locale
一个实用程序函数，用于检查此事件是否为命名空间。,isNamespace
重写此方法以过滤入站短信,on receive text sms
重命名现有文档,rename document
当组合文本中的插入符号发生更改时调用。,caretPositionChanged
指示是否在此可绘制对象的位图上启用 mipmap 提示,has mip map
用于 inc 支持库的虚拟分配的 getter 和 setter,get inc alloc id
这个构造函数将尝试采用像“ foo bar Something <foo\,tokenize
由于边距变化而导致列移动的变化跟踪,columnMarginChanged
返回生命周期给定阶段的所有活动,get activities in stage
当远程连接从电话会议中删除时调用,on connection removed
返回特定会话的详细信息,get session info
返回 nfc 条形码标签类型,get type
除了获取项目对齐偏移之外，还设置项目对齐的偏移百分比,set item alignment offset percent
返回当前选中菜单项的路径,getSelectedPath
获取对话框中使用的列表视图,get list view
获取当前音量,get current volume
检索JDBC的价值 SMALLINT参数为 short的Java编程语言。,getShort
创建一个新的 pdf 文档。页面信息,create
查找第一个可编辑的表的名称,find edit table
返回 format 输出的填充宽度,get format width
重写以处理媒体按钮事件,on media button event
在此目录中打开或创建文件，返回可搜索的字节通道以访问该文件。,newByteChannel
创建拼写检查器会话实现的工厂方法,create session
返回一个可迭代对象，它以深度优先、按顺序遍历的方式迭代所提供的视图及其子视图。,depth first view traversal
使用指定提供者和待定意图注册单个位置更新,request single update
返回一个不匹配程度值，指示给定文本在给定偏移处的匹配程度,matches
检索可用于写入此 Blob对象表示的 BLOB值的流。,setBinaryStream
提交Runnable任务以执行并返回表示该任务的Future。,submit
报告相关 ImageWriter内当前 write电话的大致完成程度。,imageProgress
获取与此处理程序关联的 Transformer ，这是设置参数和输出属性所必需的。,getTransformer
设置应用于该颜色的滤色器,set color filter
启用或禁用该视图组的每个子视图的绘图缓存,set children drawing cache enabled
将指定参数设置为SQL NULL 。,setNull
将指定集合中的所有元素插入到指定位置的此列表中（可选操作）。,addAll
设置将用于解析过渡动画的自定义样式资源,set transition style
除非存在某种行为，否则会被调用来衡量每个孩子的观点,on measure child
将指定集中的所有元素添加到此属性。,addAll
使该服务在前台运行，并在此状态下向用户显示持续的通知,start foreground
获取当前页面的标题,get title
设置是否使用科学计数法,set scientific notation
执行脚本组,execute
返回文本观察器回调的深度,get text watcher depth
发送对远程设备的读或写请求的响应,send response
返回意图监视器,get instance
如果获取载波周期可用，则返回 true ，否则返回 false,has carrier cycles
如果设置，那么如果受此操作影响的行数与此计数操作不匹配，将抛出应用程序异常,with expected count
检查当前活动手势中是否最初触摸了指定的任何边缘,is edge touched
如果 fill after 为 true ，则该动画执行的变换将在完成后持续存在,set fill after
对物体应用重力常数,apply
构造一个新的 by 选择器并设置内容描述标准,desc ends with
当对布局管理器的子级之一请求辅助功能操作时，由辅助功能委托调用,perform accessibility action for item
关闭此输出流并释放与该流关联的所有系统资源,close
返回与启用的视图相匹配的匹配器,is enabled
关于取消过渡的通知,on transition cancel
"类似于检查签名 string , string ，但需要检查两个包的 ui ds",check signatures
返回目标增益,get target gain
返回本地化的关键字值，以便在默认显示区域设置中显示,get display keyword value
返回将显示的最小指数位数,get minimum exponent digits
将指定的关键字 bcp 47 unicode 区域设置扩展密钥或旧密钥转换为旧密钥,to legacy key
报告备份数据集中与该实体关联的密钥字符串,get key
返回表示的元素。,getElement
将给定索引的颜色通道偏移返回到原始像素值数组中,get offset for index
dtbsv 求解方程组 ax = b 或 atx = b 详细信息：注意：对于 nn 矩阵，输入分配的大小也应为 nn dimy = n 、 dimx = n ，但只有区域 nk+1 是引用的,dtbsv
返回包含给定文件的存储卷，如果没有则返回 null,get storage volume
设置要使用的数据源资产文件描述符,set data source
转换暂停时的通知,on transition pause
设置底部标题边距（以像素为单位）,set title margin bottom
显示或隐藏给定组中的所有菜单项,set group visible
返回此电视输入具有的调谐器数量,get tuner count
获取是否有保存的 http 身份验证凭据,has http auth username password
获取图像是否以横向或纵向打印,get orientation
在当前录制会话中开始电视节目录制,start recording
获取此会话的当前播放队列（如果已设置）,get queue
当调用Sequencer遇到并处理一个MetaMessage在Sequence它正在处理。,meta
将数组映射清空,clear
为不定期重复的作业设置，以指定延迟时间，在此之后作业将有资格执行,get min latency millis
通过导航到建议而选择建议时调用,on suggestion select
返回源字符串的规范化形式,normalize
指示滚动助手是否在滚动期间专门处理触摸事件,is exclusive
获取内部卡片右边缘和卡片内容之间的填充,get content padding right
被称为应用程序的隐藏。,appHidden
返回文件系统上目录的绝对路径，类似于 get files dir,get no backup files dir
将位图设置为该图像视图的内容,set image bitmap
获取用于在消息传递体验中显示联系人姓名的文本,get sender
返回此映射中包含的键的列表,get keys
返回一个视图断言，断言视图层次结构不包含省略或截断的文本视图,no ellipsized text
设置一个回调，当从远程播放客户端实例创建的媒体会话发送消息时，该回调应接收消息发生变化,set on message received listener
以 int 形式返回请求列的值,get int
设置标题的文本颜色（如果存在）,set title text color
